Date,Round,Court,Surface,Series,Tournament,tourney_weight,Winner,loser,game_ratio_1,game_ratio_2,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,player_num,player,game_ratio,rank,points,odds,year,week,corr_date
06/13/2021,The Final,Outdoor,Clay,Grand Slam,French Open,1500,Djokovic N.,Tsitsipas S.,0.846,1.182,5,1,7500,11313,3,1.4,Player_2,Djokovic N.,1.182,1,11313,1.4,2021,23,06/13/2021
06/07/2021,4th Round,Outdoor,Clay,Grand Slam,French Open,1500,Nadal R.,Sinner J.,0.421,2.375,19,3,2500,9630,7,1.1,Player_2,Nadal R.,2.375,3,9630,1.1,2021,23,06/07/2021
06/09/2021,Quarterfinals,Outdoor,Clay,Grand Slam,French Open,1500,Nadal R.,Schwartzman D.,1.692,0.591,3,10,9630,3465,1.06,10,Player_1,Nadal R.,1.692,3,9630,1.06,2021,23,06/09/2021
06/11/2021,Semifinals,Outdoor,Clay,Grand Slam,French Open,1500,Djokovic N.,Nadal R.,1.294,0.773,1,3,11313,9630,3,1.4,Player_2,Nadal R.,0.773,3,9630,1.4,2021,23,06/11/2021
06/14/2021,1st Round,Outdoor,Grass,ATP500,Halle Open,500,Federer R.,Ivashka I.,1.273,0.786,8,90,5065,855,1.14,5.5,Player_1,Federer R.,1.273,8,5065,1.14,2021,24,06/14/2021
06/16/2021,2nd Round,Outdoor,Grass,ATP500,Halle Open,500,Auger-Aliassime F.,Federer R.,0.688,1.455,8,21,5065,2423,1.5,2.62,Player_1,Federer R.,0.688,8,5065,1.5,2021,24,06/16/2021
06/28/2021,1st Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Draper J.,2,0.5,1,253,12113,255,1.01,26,Player_1,Djokovic N.,2,1,12113,1.01,2021,26,06/28/2021
06/30/2021,2nd Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Anderson K.,2,0.5,1,102,12113,753,1.02,19,Player_1,Djokovic N.,2,1,12113,1.02,2021,26,06/30/2021
07/02/2021,3rd Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Kudla D.,1.462,0.684,1,114,12113,698,1.02,19,Player_1,Djokovic N.,1.462,1,12113,1.02,2021,26,07/02/2021
06/29/2021,1st Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Federer R.,Mannarino A.,0.905,1.105,41,8,1571,4815,5.5,1.14,Player_2,Federer R.,1.105,8,4815,1.14,2021,26,06/29/2021
07/01/2021,2nd Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Federer R.,Gasquet R.,0.579,1.727,56,8,1148,4815,4.5,1.2,Player_2,Federer R.,1.727,8,4815,1.2,2021,26,07/01/2021
07/03/2021,3rd Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Federer R.,Norrie C.,0.826,1.211,34,8,1770,4815,2.75,1.44,Player_2,Federer R.,1.211,8,4815,1.44,2021,26,07/03/2021
07/05/2021,4th Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Garin C.,2.25,0.444,1,20,12113,2440,1.01,21,Player_1,Djokovic N.,2.25,1,12113,1.01,2021,27,07/05/2021
07/07/2021,Quarterfinals,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Fucsovics M.,1.636,0.611,1,48,12113,1344,1.03,15,Player_1,Djokovic N.,1.636,1,12113,1.03,2021,27,07/07/2021
07/09/2021,Semifinals,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Shapovalov D.,1.313,0.762,1,12,12113,2915,1.08,8,Player_1,Djokovic N.,1.313,1,12113,1.08,2021,27,07/09/2021
07/11/2021,The Final,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Berrettini M.,0.75,1.333,9,1,4468,12113,4.5,1.22,Player_2,Djokovic N.,1.333,1,12113,1.22,2021,27,07/11/2021
07/05/2021,4th Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Federer R.,Sonego L.,0.579,1.727,27,8,2038,4815,3.5,1.3,Player_2,Federer R.,1.727,8,4815,1.3,2021,27,07/05/2021
07/07/2021,Quarterfinals,Outdoor,Grass,Grand Slam,Wimbledon,1500,Hurkacz H.,Federer R.,0.474,2.111,8,18,4815,2533,1.4,3,Player_1,Federer R.,0.474,8,4815,1.4,2021,27,07/07/2021
08/05/2021,2nd Round,Outdoor,Hard,ATP500,Citi Open,500,Nadal R.,Sock J.,1.214,0.824,3,192,8270,373,1.1,7,Player_1,Nadal R.,1.214,3,8270,1.1,2021,31,08/05/2021
08/06/2021,3rd Round,Outdoor,Hard,ATP500,Citi Open,500,Harris L.,Nadal R.,1.077,0.929,3,50,8270,1303,1.25,4,Player_1,Nadal R.,1.077,3,8270,1.25,2021,31,08/06/2021
09/01/2021,1st Round,Outdoor,Hard,Grand Slam,US Open,1500,Djokovic N.,Rune H.,2.182,0.458,1,145,11113,541,1.01,23,Player_1,Djokovic N.,2.182,1,11113,1.01,2021,35,09/01/2021
09/03/2021,2nd Round,Outdoor,Hard,Grand Slam,US Open,1500,Djokovic N.,Griekspoor T.,0.389,2.571,121,1,675,11113,26,1.01,Player_2,Djokovic N.,2.571,1,11113,1.01,2021,35,09/03/2021
09/04/2021,3rd Round,Outdoor,Hard,Grand Slam,US Open,1500,Djokovic N.,Nishikori K.,1.6,0.625,1,56,11113,1208,1.03,15,Player_1,Djokovic N.,1.6,1,11113,1.03,2021,35,09/04/2021
09/07/2021,4th Round,Outdoor,Hard,Grand Slam,US Open,1500,Djokovic N.,Brooksby J.,0.684,1.462,99,1,812,11113,15,1.03,Player_2,Djokovic N.,1.462,1,11113,1.03,2021,36,09/07/2021
09/09/2021,Quarterfinals,Outdoor,Hard,Grand Slam,US Open,1500,Djokovic N.,Berrettini M.,1.643,0.609,1,8,11113,5533,1.1,7,Player_1,Djokovic N.,1.643,1,11113,1.1,2021,36,09/09/2021
09/11/2021,Semifinals,Outdoor,Hard,Grand Slam,US Open,1500,Djokovic N.,Zverev A.,0.769,1.3,4,1,8240,11113,3,1.4,Player_2,Djokovic N.,1.3,1,11113,1.4,2021,36,09/11/2021
09/12/2021,The Final,Outdoor,Hard,Grand Slam,US Open,1500,Medvedev D.,Djokovic N.,1.5,0.667,2,1,9980,11113,3,1.4,Player_2,Djokovic N.,0.667,1,11113,1.4,2021,36,09/12/2021
11/02/2021,2nd Round,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Djokovic N.,Fucsovics M.,0.688,1.455,40,1,1439,10340,8,1.08,Player_2,Djokovic N.,1.455,1,10340,1.08,2021,44,11/02/2021
11/05/2021,Quarterfinals,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Djokovic N.,Fritz T.,1.714,0.583,1,26,10340,1890,1.22,4.33,Player_1,Djokovic N.,1.714,1,10340,1.22,2021,44,11/05/2021
11/06/2021,Semifinals,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Djokovic N.,Hurkacz H.,0.75,1.333,10,1,3366,10340,5,1.16,Player_2,Djokovic N.,1.333,1,10340,1.16,2021,44,11/06/2021
11/07/2021,The Final,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Djokovic N.,Medvedev D.,1.176,0.85,1,2,10340,9540,2,1.8,Player_1,Djokovic N.,1.176,1,10340,2,2021,44,11/07/2021
11/15/2021,Round Robin,Indoor,Hard,Masters Cup,Masters Cup,1500,Djokovic N.,Ruud C.,0.615,1.625,8,1,3760,10940,6.5,1.11,Player_2,Djokovic N.,1.625,1,10940,1.11,2021,46,11/15/2021
11/17/2021,Round Robin,Indoor,Hard,Masters Cup,Masters Cup,1500,Djokovic N.,Rublev A.,2.4,0.417,1,5,10940,4950,1.22,4.33,Player_1,Djokovic N.,2.4,1,10940,1.22,2021,46,11/17/2021
11/19/2021,Round Robin,Indoor,Hard,Masters Cup,Masters Cup,1500,Djokovic N.,Norrie C.,0.25,4,12,1,2945,10940,5.5,1.14,Player_2,Djokovic N.,4,1,10940,1.14,2021,46,11/19/2021
11/20/2021,Semifinals,Indoor,Hard,Masters Cup,Masters Cup,1500,Zverev A.,Djokovic N.,1.133,0.882,3,1,6540,10940,3,1.4,Player_2,Djokovic N.,0.882,1,10940,1.4,2021,46,11/20/2021
01/06/2022,2nd Round,Outdoor,Hard,ATP250,Melbourne Summer Set,250,Nadal R.,Berankis R.,0.538,1.857,104,6,739,4875,5.5,1.14,Player_2,Nadal R.,1.857,6,4875,1.14,2022,1,01/06/2022
01/08/2022,Semifinals,Outdoor,Hard,ATP250,Melbourne Summer Set,250,Nadal R.,Ruusuvuori E.,1.444,0.692,6,95,4875,778,1.16,5,Player_1,Nadal R.,1.444,6,4875,1.16,2022,1,01/08/2022
01/09/2022,The Final,Outdoor,Hard,ATP250,Melbourne Summer Set,250,Nadal R.,Cressy M.,0.692,1.444,112,6,683,4875,6,1.12,Player_2,Nadal R.,1.444,6,4875,1.12,2022,1,01/09/2022
01/17/2022,1st Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Nadal R.,Giron M.,2.571,0.389,5,66,4875,920,1.05,11,Player_1,Nadal R.,2.571,5,4875,1.05,2022,3,01/17/2022
01/19/2022,2nd Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Nadal R.,Hanfmann Y.,0.5,2,126,5,583,4875,15,1.03,Player_2,Nadal R.,2,5,4875,1.03,2022,3,01/19/2022
01/21/2022,3rd Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Nadal R.,Khachanov K.,1.75,0.571,5,30,4875,1748,1.2,4.5,Player_1,Nadal R.,1.75,5,4875,1.2,2022,3,01/21/2022
01/23/2022,4th Round,Outdoor,Hard,Grand Slam,Australian Open,1500,Nadal R.,Mannarino A.,0.526,1.9,69,5,879,4875,13,1.04,Player_2,Nadal R.,1.9,5,4875,1.04,2022,3,01/23/2022
01/25/2022,Quarterfinals,Outdoor,Hard,Grand Slam,Australian Open,1500,Nadal R.,Shapovalov D.,1.136,0.88,5,14,4875,2593,1.33,2.62,Player_1,Nadal R.,1.136,5,4875,1.33,2022,4,01/25/2022
01/28/2022,Semifinals,Outdoor,Hard,Grand Slam,Australian Open,1500,Nadal R.,Berrettini M.,0.667,1.5,7,5,4568,4875,3,1.4,Player_2,Nadal R.,1.5,5,4875,1.4,2022,4,01/28/2022
01/30/2022,The Final,Outdoor,Hard,Grand Slam,Australian Open,1500,Nadal R.,Medvedev D.,1.038,0.963,5,2,4875,8935,2.62,1.53,Player_1,Nadal R.,1.038,5,4875,2.62,2022,4,01/30/2022
02/23/2022,1st Round,Outdoor,Hard,ATP500,Abierto Mexicano,500,Nadal R.,Kudla D.,0.417,2.4,100,5,659,6515,15,1.03,Player_2,Nadal R.,2.4,5,6515,1.03,2022,8,02/23/2022
02/24/2022,2nd Round,Outdoor,Hard,ATP500,Abierto Mexicano,500,Nadal R.,Kozlov S.,4,0.25,5,130,6515,506,1.01,26,Player_1,Nadal R.,4,5,6515,1.01,2022,8,02/24/2022
02/25/2022,Quarterfinals,Outdoor,Hard,ATP500,Abierto Mexicano,500,Nadal R.,Paul T.,0.462,2.167,39,5,1342,6515,7,1.1,Player_2,Nadal R.,2.167,5,6515,1.1,2022,8,02/25/2022
02/26/2022,Semifinals,Outdoor,Hard,ATP500,Abierto Mexicano,500,Nadal R.,Medvedev D.,2,0.5,5,2,6515,8435,2.2,1.66,Player_1,Nadal R.,2,5,6515,2.2,2022,8,02/26/2022
02/27/2022,The Final,Outdoor,Hard,ATP500,Abierto Mexicano,500,Nadal R.,Norrie C.,0.667,1.5,12,5,3070,6515,5,1.16,Player_2,Nadal R.,1.5,5,6515,1.16,2022,8,02/27/2022
02/21/2022,1st Round,Outdoor,Hard,ATP500,Dubai Tennis Championships,500,Djokovic N.,Musetti L.,2,0.5,1,58,8875,1010,1.06,10,Player_1,Djokovic N.,2,1,8875,1.06,2022,8,02/21/2022
02/23/2022,2nd Round,Outdoor,Hard,ATP500,Dubai Tennis Championships,500,Djokovic N.,Khachanov K.,0.692,1.444,26,1,1770,8875,6,1.12,Player_2,Djokovic N.,1.444,1,8875,1.12,2022,8,02/23/2022
02/24/2022,Quarterfinals,Outdoor,Hard,ATP500,Dubai Tennis Championships,500,Vesely J.,Djokovic N.,1.3,0.769,123,1,550,8875,11,1.05,Player_2,Djokovic N.,0.769,1,8875,1.05,2022,8,02/24/2022
03/12/2022,2nd Round,Outdoor,Hard,Masters 1000,BNP Paribas Open,1000,Nadal R.,Korda S.,1,1,38,4,1289,6515,6,1.12,Player_2,Nadal R.,1,4,6515,1.12,2022,10,03/12/2022
03/14/2022,3rd Round,Outdoor,Hard,Masters 1000,BNP Paribas Open,1000,Nadal R.,Evans D.,1.625,0.615,4,29,6515,1542,1.12,6,Player_1,Nadal R.,1.625,4,6515,1.12,2022,11,03/14/2022
03/16/2022,4th Round,Outdoor,Hard,Masters 1000,BNP Paribas Open,1000,Nadal R.,Opelka R.,0.857,1.167,17,4,2156,6515,4.33,1.22,Player_2,Nadal R.,1.167,4,6515,1.22,2022,11,03/16/2022
03/17/2022,Quarterfinals,Outdoor,Hard,Masters 1000,BNP Paribas Open,1000,Nadal R.,Kyrgios N.,1.059,0.944,4,132,6515,493,1.4,3,Player_1,Nadal R.,1.059,4,6515,1.4,2022,11,03/17/2022
03/19/2022,Semifinals,Outdoor,Hard,Masters 1000,BNP Paribas Open,1000,Nadal R.,Alcaraz C.,0.813,1.231,19,4,2056,6515,2.3,1.61,Player_2,Nadal R.,1.231,4,6515,1.61,2022,11,03/19/2022
03/20/2022,The Final,Outdoor,Hard,Masters 1000,BNP Paribas Open,1000,Fritz T.,Nadal R.,1.444,0.692,20,4,2010,6515,4.5,1.2,Player_2,Nadal R.,0.692,4,6515,1.2,2022,11,03/20/2022
04/12/2022,2nd Round,Outdoor,Clay,Masters 1000,Monte Carlo Masters,1000,Davidovich Fokina,,0.611,1.636,1,46,8420,1095,1.16,5,Player_1,Djokovic N.,0.611,1,8420,1.16,2022,15,04/12/2022
04/20/2022,2nd Round,Outdoor,Clay,ATP250,Serbia Open,250,Djokovic N.,Djere L.,0.889,1.125,1,50,8340,991,1.14,5.5,Player_1,Djokovic N.,0.889,1,8340,1.14,2022,16,04/20/2022
04/21/2022,Quarterfinals,Outdoor,Clay,ATP250,Serbia Open,250,Djokovic N.,Kecmanovic M.,0.75,1.333,38,1,1211,8340,2.5,1.53,Player_2,Djokovic N.,1.333,1,8340,1.53,2022,16,04/21/2022
04/23/2022,Semifinals,Outdoor,Clay,ATP250,Serbia Open,250,Djokovic N.,Khachanov K.,1.778,0.563,1,26,8340,1566,1.25,4,Player_1,Djokovic N.,1.778,1,8340,1.25,2022,16,04/23/2022
04/24/2022,The Final,Outdoor,Clay,ATP250,Serbia Open,250,Rublev A.,Djokovic N.,0.5,2,1,8,8340,3865,1.4,3,Player_1,Djokovic N.,0.5,1,8340,1.4,2022,16,04/24/2022
05/03/2022,2nd Round,Outdoor,Clay,Masters 1000,Mutua Madrid Open,1000,Djokovic N.,Monfils G.,2.4,0.417,1,21,8400,1745,1.2,4.5,Player_1,Djokovic N.,2.4,1,8400,1.2,2022,18,05/03/2022
05/06/2022,Quarterfinals,Outdoor,Clay,Masters 1000,Mutua Madrid Open,1000,Djokovic N.,Hurkacz H.,0.583,1.714,14,1,3008,8400,3.5,1.3,Player_2,Djokovic N.,1.714,1,8400,1.3,2022,18,05/06/2022
05/07/2022,Semifinals,Outdoor,Clay,Masters 1000,Mutua Madrid Open,1000,Alcaraz C.,Djokovic N.,0.9,1.111,1,9,8400,3818,1.72,2.1,Player_1,Djokovic N.,0.9,1,8400,1.72,2022,18,05/07/2022
05/04/2022,2nd Round,Outdoor,Clay,Masters 1000,Mutua Madrid Open,1000,Nadal R.,Kecmanovic M.,0.538,1.857,32,4,1291,6435,3.4,1.33,Player_2,Nadal R.,1.857,4,6435,1.33,2022,18,05/04/2022
05/05/2022,3rd Round,Outdoor,Clay,Masters 1000,Mutua Madrid Open,1000,Nadal R.,Goffin D.,1.125,0.889,4,60,6435,913,1.12,6,Player_1,Nadal R.,1.125,4,6435,1.12,2022,18,05/05/2022
05/06/2022,Quarterfinals,Outdoor,Clay,Masters 1000,Mutua Madrid Open,1000,Alcaraz C.,Nadal R.,1.182,0.846,9,4,3818,6435,1.8,2,Player_2,Nadal R.,0.846,4,6435,2,2022,18,05/06/2022
05/10/2022,2nd Round,Outdoor,Clay,Masters 1000,Internazionali BNL d'Italia,1000,Djokovic N.,Karatsev A.,2.4,0.417,1,35,8260,1173,1.08,8,Player_1,Djokovic N.,2.4,1,8260,1.08,2022,19,05/10/2022
05/12/2022,3rd Round,Outdoor,Clay,Masters 1000,Internazionali BNL d'Italia,1000,Djokovic N.,Wawrinka S.,3,0.333,1,361,8260,119,1.07,9,Player_1,Djokovic N.,3,1,8260,1.07,2022,19,05/12/2022
05/13/2022,Quarterfinals,Outdoor,Clay,Masters 1000,Internazionali BNL d'Italia,1000,Djokovic N.,Auger-Aliassime F.,1.273,0.786,1,9,8260,3760,1.16,5,Player_1,Djokovic N.,1.273,1,8260,1.16,2022,19,05/13/2022
05/14/2022,Semifinals,Outdoor,Clay,Masters 1000,Internazionali BNL d'Italia,1000,Djokovic N.,Ruud C.,0.583,1.714,10,1,3760,8260,4.5,1.2,Player_2,Djokovic N.,1.714,1,8260,1.2,2022,19,05/14/2022
05/15/2022,The Final,Outdoor,Clay,Masters 1000,Internazionali BNL d'Italia,1000,Djokovic N.,Tsitsipas S.,2.167,0.462,1,5,8260,5750,1.44,2.75,Player_1,Djokovic N.,2.167,1,8260,1.44,2022,19,05/15/2022
05/11/2022,2nd Round,Outdoor,Clay,Masters 1000,Internazionali BNL d'Italia,1000,Nadal R.,Isner J.,0.333,3,27,4,1571,6435,7,1.1,Player_2,Nadal R.,3,4,6435,1.1,2022,19,05/11/2022
05/12/2022,3rd Round,Outdoor,Clay,Masters 1000,Internazionali BNL d'Italia,1000,Shapovalov D.,Nadal R.,0.929,1.077,4,16,6435,2671,1.16,5,Player_1,Nadal R.,0.929,4,6435,1.16,2022,19,05/12/2022
05/23/2022,1st Round,Outdoor,Clay,Grand Slam,French Open,1500,Djokovic N.,Nishioka Y.,4.5,0.222,1,99,8660,654,1.01,26,Player_1,Djokovic N.,4.5,1,8660,1.01,2022,21,05/23/2022
05/25/2022,2nd Round,Outdoor,Clay,Grand Slam,French Open,1500,Djokovic N.,Molcan A.,0.579,1.727,38,1,1163,8660,15,1.03,Player_2,Djokovic N.,1.727,1,8660,1.03,2022,21,05/25/2022
05/27/2022,3rd Round,Outdoor,Clay,Grand Slam,French Open,1500,Djokovic N.,Bedene A.,0.444,2.25,195,1,291,8660,21,1.01,Player_2,Djokovic N.,2.25,1,8660,1.01,2022,21,05/27/2022
05/29/2022,4th Round,Outdoor,Clay,Grand Slam,French Open,1500,Djokovic N.,Schwartzman D.,0.389,2.571,16,1,2505,8660,9,1.07,Player_2,Djokovic N.,2.571,1,8660,1.07,2022,21,05/29/2022
05/23/2022,1st Round,Outdoor,Clay,Grand Slam,French Open,1500,Nadal R.,Thompson J.,0.333,3,82,5,748,5525,23,1.01,Player_2,Nadal R.,3,5,5525,1.01,2022,21,05/23/2022
05/25/2022,2nd Round,Outdoor,Clay,Grand Slam,French Open,1500,Nadal R.,Moutet C.,2.25,0.444,5,139,5525,451,1.03,15,Player_1,Nadal R.,2.25,5,5525,1.03,2022,21,05/25/2022
05/27/2022,3rd Round,Outdoor,Clay,Grand Slam,French Open,1500,Nadal R.,Van De Zandschulp B.,2,0.5,5,29,5525,1344,1.05,11,Player_1,Nadal R.,2,5,5525,1.05,2022,21,05/27/2022
05/29/2022,4th Round,Outdoor,Clay,Grand Slam,French Open,1500,Nadal R.,Auger-Aliassime F.,1.2,0.833,5,9,5525,3820,1.14,5.5,Player_1,Nadal R.,1.2,5,5525,1.14,2022,21,05/29/2022
05/31/2022,Quarterfinals,Outdoor,Clay,Grand Slam,French Open,1500,Nadal R.,Djokovic N.,0.696,1.438,1,5,8660,5525,1.44,2.75,Player_1,Djokovic N.,0.696,1,8660,1.44,2022,22,05/31/2022
05/31/2022,Quarterfinals,Outdoor,Clay,Grand Slam,French Open,1500,Nadal R.,Djokovic N.,0.696,1.438,1,5,8660,5525,1.44,2.75,Player_2,Nadal R.,1.438,5,5525,2.75,2022,22,05/31/2022
06/03/2022,Semifinals,Outdoor,Clay,Grand Slam,French Open,1500,Nadal R.,Zverev A.,1.083,0.923,5,3,5525,7075,1.33,3.4,Player_1,Nadal R.,1.083,5,5525,1.33,2022,22,06/03/2022
06/05/2022,The Final,Outdoor,Clay,Grand Slam,French Open,1500,Nadal R.,Ruud C.,0.333,3,8,5,3940,5525,5.5,1.16,Player_2,Nadal R.,3,5,5525,1.16,2022,22,06/05/2022
06/27/2022,1st Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Kwon S.W.,1.313,0.762,3,81,6770,698,1.005,34,Player_1,Djokovic N.,1.313,3,6770,1.005,2022,26,06/27/2022
06/29/2022,2nd Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Kokkinakis T.,2.571,0.389,3,79,6770,728,1.02,17,Player_1,Djokovic N.,2.571,3,6770,1.02,2022,26,06/29/2022
07/01/2022,3rd Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Kecmanovic M.,2.571,0.389,3,30,6770,1306,1.02,17,Player_1,Djokovic N.,2.571,3,6770,1.02,2022,26,07/01/2022
07/03/2022,4th Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Van Rijthoven T.,2,0.5,3,104,6770,546,1.05,11,Player_1,Djokovic N.,2,3,6770,1.05,2022,26,07/03/2022
06/28/2022,1st Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Nadal R.,Cerundolo F.,0.81,1.235,41,4,1070,6525,13,1.04,Player_2,Nadal R.,1.235,4,6525,1.04,2022,26,06/28/2022
06/30/2022,2nd Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Nadal R.,Berankis R.,0.773,1.294,106,4,545,6525,15,1.03,Player_2,Nadal R.,1.294,4,6525,1.03,2022,26,06/30/2022
07/02/2022,3rd Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Nadal R.,Sonego L.,0.389,2.571,54,4,980,6525,5,1.16,Player_2,Nadal R.,2.571,4,6525,1.16,2022,26,07/02/2022
07/05/2022,Quarterfinals,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Sinner J.,1.25,0.8,3,13,6770,3185,1.11,6.5,Player_1,Djokovic N.,1.25,3,6770,1.11,2022,27,07/05/2022
07/08/2022,Semifinals,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Norrie C.,1.333,0.75,3,12,6770,3200,1.06,10,Player_1,Djokovic N.,1.333,3,6770,1.06,2022,27,07/08/2022
07/10/2022,The Final,Outdoor,Grass,Grand Slam,Wimbledon,1500,Djokovic N.,Kyrgios N.,0.826,1.211,40,3,1070,6770,3.75,1.28,Player_2,Djokovic N.,1.211,3,6770,1.28,2022,27,07/10/2022
07/04/2022,4th Round,Outdoor,Grass,Grand Slam,Wimbledon,1500,Nadal R.,Van De Zandschulp,0.632,1.583,25,4,1518,6525,5,1.16,Player_2,Nadal R.,1.583,4,6525,1.16,2022,27,07/04/2022
07/06/2022,Quarterfinals,Outdoor,Grass,Grand Slam,Wimbledon,1500,Nadal R.,Fritz T.,1.037,0.964,14,4,3045,6525,2.75,1.44,Player_2,Nadal R.,0.964,4,6525,1.44,2022,27,07/06/2022
08/18/2022,2nd Round,Outdoor,Hard,Masters 1000,Western & Southern Financial Group Masters,1000,Coric B.,Nadal R.,1.133,0.882,152,3,360,5620,5.5,1.14,Player_2,Nadal R.,0.882,3,5620,1.14,2022,33,08/18/2022
08/31/2022,1st Round,Outdoor,Hard,Grand Slam,US Open,1500,Nadal R.,Hijikata R.,0.636,1.571,198,3,271,5630,26,1.01,Player_2,Nadal R.,1.571,3,5630,1.01,2022,35,08/31/2022
09/02/2022,2nd Round,Outdoor,Hard,Grand Slam,US Open,1500,Nadal R.,Fognini F.,1.538,0.65,3,60,5630,782,1.08,8,Player_1,Nadal R.,1.538,3,5630,1.08,2022,35,09/02/2022
09/04/2022,3rd Round,Outdoor,Hard,Grand Slam,US Open,1500,Nadal R.,Gasquet R.,0.316,3.167,91,3,583,5630,10,1.06,Player_2,Nadal R.,3.167,3,5630,1.06,2022,35,09/04/2022
09/05/2022,4th Round,Outdoor,Hard,Grand Slam,US Open,1500,Tiafoe F.,Nadal R.,1.294,0.773,26,3,1400,5630,4.5,1.2,Player_2,Nadal R.,0.773,3,5630,1.2,2022,36,09/05/2022
09/29/2022,2nd Round,Indoor,Hard,ATP250,Tel Aviv Open,250,Djokovic N.,Andujar P.,0.25,4,115,7,468,3570,15,1.03,Player_2,Djokovic N.,4,7,3570,1.03,2022,39,09/29/2022
09/30/2022,Quarterfinals,Indoor,Hard,ATP250,Tel Aviv Open,250,Djokovic N.,Pospisil V.,1.444,0.692,7,149,3570,363,1.06,10,Player_1,Djokovic N.,1.444,7,3570,1.06,2022,39,09/30/2022
10/01/2022,Semifinals,Indoor,Hard,ATP250,Tel Aviv Open,250,Djokovic N.,Safiullin R.,0.538,1.857,104,7,506,3570,10,1.06,Player_2,Djokovic N.,1.857,7,3570,1.06,2022,39,10/01/2022
10/02/2022,The Final,Indoor,Hard,ATP250,Tel Aviv Open,250,Djokovic N.,Cilic M.,1.714,0.583,7,16,3570,2345,1.25,4,Player_1,Djokovic N.,1.714,7,3570,1.25,2022,39,10/02/2022
10/05/2022,1st Round,Indoor,Hard,ATP500,Astana Open,500,Djokovic N.,Garin C.,0.167,6,81,7,640,3820,11,1.05,Player_2,Djokovic N.,6,7,3820,1.05,2022,40,10/05/2022
10/06/2022,2nd Round,Indoor,Hard,ATP500,Astana Open,500,Djokovic N.,Van De Zandschulp B.,3,0.333,7,34,3820,1233,1.08,8,Player_1,Djokovic N.,3,7,3820,1.08,2022,40,10/06/2022
10/07/2022,Quarterfinals,Indoor,Hard,ATP500,Astana Open,500,Djokovic N.,Khachanov K.,0.583,1.714,18,7,1990,3820,6,1.12,Player_2,Djokovic N.,1.714,7,3820,1.12,2022,40,10/07/2022
10/08/2022,Semifinals,Indoor,Hard,ATP500,Astana Open,500,Djokovic N.,Medvedev D.,0.917,1.091,7,4,3820,5065,1.5,2.62,Player_1,Djokovic N.,0.917,7,3820,1.5,2022,40,10/08/2022
10/09/2022,The Final,Indoor,Hard,ATP500,Astana Open,500,Djokovic N.,Tsitsipas S.,0.583,1.714,6,7,4810,3820,4,1.25,Player_2,Djokovic N.,1.714,7,3820,1.25,2022,40,10/09/2022
11/01/2022,2nd Round,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Djokovic N.,Cressy M.,1.3,0.769,7,34,4320,1254,1.06,10,Player_1,Djokovic N.,1.3,7,4320,1.06,2022,44,11/01/2022
11/03/2022,3rd Round,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Djokovic N.,Khachanov K.,2.4,0.417,7,19,4320,1945,1.08,8,Player_1,Djokovic N.,2.4,7,4320,1.08,2022,44,11/03/2022
11/04/2022,Quarterfinals,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Djokovic N.,Musetti L.,0.25,4,23,7,1746,4320,6.5,1.11,Player_2,Djokovic N.,4,7,4320,1.11,2022,44,11/04/2022
11/05/2022,Semifinals,Indoor,Hard,Masters 1000,BNP Paribas Masters,1000,Djokovic N.,Tsitsipas S.,1.143,0.875,7,5,4320,5035,1.2,4.5,Player_1,Djokovic N.,1.143,7,4320,1.2,2022,44,11/05/2022
