player,rank,points,year,week,corr_date,absent
Djokovic N.,1,,2015,43,,
Federer R.,3,,2015,43,,
Nadal R.,7,,2015,43,,
Djokovic N.,1,,2015,44,,
Federer R.,3,7930,2015,44,10/27/2015,
Nadal R.,7,4330,2015,44,10/26/2015,
Djokovic N.,1,15785,2015,45,11/03/2015,
Federer R.,2,8250,2015,45,11/04/2015,
Nadal R.,6,4630,2015,45,11/04/2015,
Djokovic N.,1,15285,2015,46,11/15/2015,
Federer R.,3,7340,2015,46,11/15/2015,
Nadal R.,6,,2015,46,,
Djokovic N.,1,15285,2015,47,11/17/2015,
Federer R.,3,7340,2015,47,11/17/2015,
Nadal R.,5,4630,2015,47,11/16/2015,
Djokovic N.,1,,2015,48,,
Federer R.,3,,2015,48,,
Nadal R.,5,,2015,48,,
Djokovic N.,1,,2015,49,,
Federer R.,3,,2015,49,,
Nadal R.,5,,2015,49,,
Djokovic N.,1,,2015,50,,
Federer R.,3,,2015,50,,
Nadal R.,5,,2015,50,,
Djokovic N.,1,,2015,51,,
Federer R.,3,,2015,51,,
Nadal R.,5,,2015,51,,
Djokovic N.,1,,2015,52,,
Federer R.,3,,2015,52,,
Nadal R.,5,,2015,52,,
Djokovic N.,1,16585,2016,1,01/04/2016,
Federer R.,3,8265,2016,1,01/07/2016,
Nadal R.,5,5230,2016,1,01/05/2016,
Djokovic N.,1,,2016,2,,
Federer R.,3,,2016,2,,
Nadal R.,5,,2016,2,,
Djokovic N.,1,16790,2016,3,01/18/2016,
Federer R.,3,8165,2016,3,01/18/2016,
Nadal R.,5,5230,2016,3,01/19/2016,
Djokovic N.,1,16790,2016,4,01/26/2016,
Federer R.,3,8165,2016,4,01/26/2016,
Nadal R.,5,,2016,4,,
Djokovic N.,1,,2016,5,,
Federer R.,3,,2016,5,,
Nadal R.,5,,2016,5,,
Djokovic N.,1,,2016,6,,
Federer R.,3,,2016,6,,
Nadal R.,5,4880,2016,6,02/12/2016,
Djokovic N.,1,,2016,7,,
Federer R.,3,,2016,7,,
Nadal R.,5,4880,2016,7,02/16/2016,
Djokovic N.,1,16790,2016,8,02/22/2016,
Federer R.,3,,2016,8,,
Nadal R.,5,,2016,8,,
Djokovic N.,1,,2016,9,,
Federer R.,3,,2016,9,,
Nadal R.,5,,2016,9,,
Djokovic N.,1,,2016,10,,
Federer R.,3,,2016,10,,
Nadal R.,5,,2016,10,,
Djokovic N.,1,16540,2016,11,03/14/2016,
Federer R.,3,,2016,11,,
Nadal R.,5,4810,2016,11,03/14/2016,
Djokovic N.,1,16540,2016,12,03/26/2016,
Federer R.,3,,2016,12,,
Nadal R.,5,4990,2016,12,03/26/2016,
Djokovic N.,1,16540,2016,13,03/29/2016,
Federer R.,3,,2016,13,,
Nadal R.,5,,2016,13,,
Djokovic N.,1,,2016,14,,
Federer R.,3,,2016,14,,
Nadal R.,5,,2016,14,,
Djokovic N.,1,16540,2016,15,04/13/2016,
Federer R.,3,7695,2016,15,04/12/2016,
Nadal R.,5,4955,2016,15,04/13/2016,
Djokovic N.,1,,2016,16,,
Federer R.,3,,2016,16,,
Nadal R.,5,5595,2016,16,04/20/2016,
Djokovic N.,1,,2016,17,,
Federer R.,3,,2016,17,,
Nadal R.,5,,2016,17,,
Djokovic N.,1,15550,2016,18,05/04/2016,
Federer R.,3,,2016,18,,
Nadal R.,5,5915,2016,18,05/03/2016,
Djokovic N.,1,16550,2016,19,05/11/2016,
Federer R.,2,7525,2016,19,05/11/2016,
Nadal R.,5,5675,2016,19,05/11/2016,
Djokovic N.,1,,2016,20,,
Federer R.,2,,2016,20,,
Nadal R.,5,,2016,20,,
Djokovic N.,1,16150,2016,21,05/24/2016,
Federer R.,2,,2016,21,,
Nadal R.,5,5675,2016,21,05/24/2016,
Djokovic N.,1,16150,2016,22,06/01/2016,
Federer R.,2,,2016,22,,
Nadal R.,5,,2016,22,,
Djokovic N.,1,,2016,23,,
Federer R.,3,6655,2016,23,06/09/2016,
Nadal R.,5,,2016,23,,
Djokovic N.,1,,2016,24,,
Federer R.,3,6745,2016,24,06/15/2016,
Nadal R.,5,,2016,24,,
Djokovic N.,1,,2016,25,,
Federer R.,3,,2016,25,,
Nadal R.,5,,2016,25,,
Djokovic N.,1,16950,2016,26,06/27/2016,
Federer R.,3,6425,2016,26,06/27/2016,
Nadal R.,5,,2016,26,,
Djokovic N.,1,,2016,27,,
Federer R.,3,6425,2016,27,07/04/2016,Y
Nadal R.,5,,2016,27,,
Djokovic N.,1,,2016,28,,
Federer R.,3,,2016,28,,
Nadal R.,5,,2016,28,,
Djokovic N.,1,,2016,29,,
Federer R.,3,,2016,29,,
Nadal R.,5,,2016,29,,
Djokovic N.,1,15040,2016,30,07/27/2016,
Federer R.,3,,2016,30,,
Nadal R.,5,,2016,30,,
Djokovic N.,1,,2016,31,,
Federer R.,3,,2016,31,,
Nadal R.,5,,2016,31,,
Djokovic N.,1,,2016,32,,
Federer R.,3,,2016,32,,
Nadal R.,5,,2016,32,,
Djokovic N.,1,,2016,33,,
Federer R.,3,,2016,33,,
Nadal R.,5,4850,2016,33,08/17/2016,
Djokovic N.,1,,2016,34,,
Federer R.,3,,2016,34,,
Nadal R.,5,,2016,34,,
Djokovic N.,1,14840,2016,35,08/30/2016,
Federer R.,3,,2016,35,,
Nadal R.,5,4850,2016,35,08/29/2016,
Djokovic N.,1,14840,2016,36,09/05/2016,
Federer R.,3,,2016,36,,
Nadal R.,5,,2016,36,,
Djokovic N.,1,,2016,37,,
Federer R.,3,,2016,37,,
Nadal R.,5,,2016,37,,
Djokovic N.,1,,2016,38,,
Federer R.,3,,2016,38,,
Nadal R.,5,,2016,38,,
Djokovic N.,1,,2016,39,,
Federer R.,3,,2016,39,,
Nadal R.,5,,2016,39,,
Djokovic N.,1,,2016,40,,
Federer R.,3,,2016,40,,
Nadal R.,4,4940,2016,40,10/04/2016,
Djokovic N.,1,13540,2016,41,10/11/2016,
Federer R.,3,,2016,41,,
Nadal R.,5,4730,2016,41,10/12/2016,
Djokovic N.,1,,2016,42,,
Federer R.,3,,2016,42,,
Nadal R.,5,,2016,42,,
Djokovic N.,1,,2016,43,,
Federer R.,3,,2016,43,,
Nadal R.,5,,2016,43,,
Djokovic N.,1,12900,2016,44,11/02/2016,
Federer R.,3,,2016,44,,
Nadal R.,5,,2016,44,,
Djokovic N.,2,10780,2016,45,11/13/2016,
Federer R.,3,,2016,45,,
Nadal R.,5,,2016,45,,
Djokovic N.,2,10780,2016,46,11/15/2016,
Federer R.,3,,2016,46,,
Nadal R.,5,,2016,46,,
Djokovic N.,2,,2016,47,,
Federer R.,3,,2016,47,,
Nadal R.,5,,2016,47,,
Djokovic N.,2,,2016,48,,
Federer R.,3,,2016,48,,
Nadal R.,5,,2016,48,,
Djokovic N.,2,,2016,49,,
Federer R.,3,,2016,49,,
Nadal R.,5,,2016,49,,
Djokovic N.,2,,2016,50,,
Federer R.,3,,2016,50,,
Nadal R.,5,,2016,50,,
Djokovic N.,2,,2016,51,,
Federer R.,3,,2016,51,,
Nadal R.,5,,2016,51,,
Djokovic N.,2,,2016,52,,
Federer R.,3,,2016,52,,
Nadal R.,5,,2016,52,,
Djokovic N.,2,11780,2017,1,01/02/2017,
Federer R.,3,,2017,1,,
Nadal R.,9,3300,2017,1,01/03/2017,
Djokovic N.,2,,2017,2,,
Federer R.,3,,2017,2,,
Nadal R.,9,,2017,2,,
Djokovic N.,2,11780,2017,3,01/17/2017,
Federer R.,17,1980,2017,3,01/16/2017,Y
Nadal R.,9,3195,2017,3,01/17/2017,
Djokovic N.,2,,2017,4,,
Federer R.,17,1980,2017,4,01/24/2017,
Nadal R.,9,3195,2017,4,01/23/2017,
Djokovic N.,2,,2017,5,,
Federer R.,17,,2017,5,,
Nadal R.,9,,2017,5,,
Djokovic N.,2,,2017,6,,
Federer R.,17,,2017,6,,
Nadal R.,9,,2017,6,,
Djokovic N.,2,,2017,7,,
Federer R.,17,,2017,7,,
Nadal R.,9,,2017,7,,
Djokovic N.,2,,2017,8,,
Federer R.,17,,2017,8,,
Nadal R.,9,,2017,8,,
Djokovic N.,2,9735,2017,9,03/01/2017,
Federer R.,10,3260,2017,9,02/27/2017,
Nadal R.,6,4115,2017,9,03/01/2017,
Djokovic N.,2,,2017,10,,
Federer R.,10,,2017,10,,
Nadal R.,6,4415,2017,10,03/12/2017,
Djokovic N.,2,9825,2017,11,03/13/2017,
Federer R.,10,3305,2017,11,03/13/2017,
Nadal R.,6,4415,2017,11,03/14/2017,
Djokovic N.,2,,2017,12,,
Federer R.,6,4305,2017,12,03/25/2017,
Nadal R.,7,4145,2017,12,03/24/2017,
Djokovic N.,2,,2017,13,,
Federer R.,6,4305,2017,13,03/27/2017,
Nadal R.,7,4145,2017,13,03/28/2017,
Djokovic N.,2,,2017,14,,
Federer R.,6,,2017,14,,
Nadal R.,7,,2017,14,,
Djokovic N.,2,,2017,15,,
Federer R.,6,,2017,15,,
Nadal R.,7,,2017,15,,
Djokovic N.,2,7905,2017,16,04/18/2017,
Federer R.,6,,2017,16,,
Nadal R.,7,3735,2017,16,04/19/2017,
Djokovic N.,2,,2017,17,,
Federer R.,6,,2017,17,,
Nadal R.,5,4235,2017,17,04/26/2017,
Djokovic N.,2,,2017,18,,
Federer R.,6,,2017,18,,
Nadal R.,5,,2017,18,,
Djokovic N.,2,7085,2017,19,05/10/2017,
Federer R.,6,,2017,19,,
Nadal R.,5,4375,2017,19,05/10/2017,
Djokovic N.,2,6845,2017,20,05/16/2017,
Federer R.,6,,2017,20,,
Nadal R.,4,5195,2017,20,05/18/2017,
Djokovic N.,2,,2017,21,,
Federer R.,6,,2017,21,,
Nadal R.,4,,2017,21,,
Djokovic N.,2,7445,2017,22,05/29/2017,
Federer R.,6,,2017,22,,
Nadal R.,4,5375,2017,22,05/29/2017,
Djokovic N.,2,7445,2017,23,06/07/2017,
Federer R.,6,,2017,23,,
Nadal R.,4,5375,2017,23,06/07/2017,
Djokovic N.,2,,2017,24,,
Federer R.,5,4945,2017,24,06/14/2017,
Nadal R.,4,,2017,24,,
Djokovic N.,2,,2017,25,,
Federer R.,5,4765,2017,25,06/20/2017,
Nadal R.,4,,2017,25,,
Djokovic N.,4,5805,2017,26,06/28/2017,
Federer R.,5,,2017,26,,
Nadal R.,4,,2017,26,,
Djokovic N.,4,6055,2017,27,07/04/2017,
Federer R.,5,5265,2017,27,07/04/2017,
Nadal R.,2,7285,2017,27,07/03/2017,
Djokovic N.,4,6055,2017,28,07/11/2017,Y
Federer R.,5,5265,2017,28,07/10/2017,
Nadal R.,2,7285,2017,28,07/10/2017,
Djokovic N.,4,,2017,29,,
Federer R.,5,,2017,29,,
Nadal R.,2,,2017,29,,
Djokovic N.,4,,2017,30,,
Federer R.,5,,2017,30,,
Nadal R.,2,,2017,30,,
Djokovic N.,4,,2017,31,,
Federer R.,5,,2017,31,,
Nadal R.,2,,2017,31,,
Djokovic N.,4,,2017,32,,
Federer R.,3,6545,2017,32,08/09/2017,
Nadal R.,2,7465,2017,32,08/09/2017,
Djokovic N.,4,,2017,33,,
Federer R.,3,,2017,33,,
Nadal R.,2,7555,2017,33,08/17/2017,
Djokovic N.,4,,2017,34,,
Federer R.,3,,2017,34,,
Nadal R.,2,,2017,34,,
Djokovic N.,4,,2017,35,,
Federer R.,3,7145,2017,35,08/30/2017,
Nadal R.,1,7645,2017,35,08/29/2017,
Djokovic N.,4,,2017,36,,
Federer R.,3,7145,2017,36,09/05/2017,
Nadal R.,1,7645,2017,36,09/04/2017,
Djokovic N.,4,,2017,37,,
Federer R.,3,,2017,37,,
Nadal R.,1,,2017,37,,
Djokovic N.,4,,2017,38,,
Federer R.,3,,2017,38,,
Nadal R.,1,,2017,38,,
Djokovic N.,4,,2017,39,,
Federer R.,3,,2017,39,,
Nadal R.,1,,2017,39,,
Djokovic N.,4,,2017,40,,
Federer R.,3,,2017,40,,
Nadal R.,1,9465,2017,40,10/03/2017,
Djokovic N.,4,,2017,41,,
Federer R.,2,7505,2017,41,10/11/2017,
Nadal R.,1,9875,2017,41,10/11/2017,
Djokovic N.,4,,2017,42,,
Federer R.,2,,2017,42,,
Nadal R.,1,,2017,42,,
Djokovic N.,4,,2017,43,,
Federer R.,2,8505,2017,43,10/24/2017,
Nadal R.,1,,2017,43,,
Djokovic N.,4,,2017,44,,
Federer R.,2,,2017,44,,
Nadal R.,1,10465,2017,44,11/01/2017,
Djokovic N.,4,,2017,45,,
Federer R.,2,9005,2017,45,11/12/2017,
Nadal R.,1,,2017,45,,
Djokovic N.,4,,2017,46,,
Federer R.,2,9005,2017,46,11/14/2017,
Nadal R.,1,10645,2017,46,11/13/2017,
Djokovic N.,4,,2017,47,,
Federer R.,2,,2017,47,,
Nadal R.,1,,2017,47,,
Djokovic N.,4,,2017,48,,
Federer R.,2,,2017,48,,
Nadal R.,1,,2017,48,,
Djokovic N.,4,,2017,49,,
Federer R.,2,,2017,49,,
Nadal R.,1,,2017,49,,
Djokovic N.,4,,2017,50,,
Federer R.,2,,2017,50,,
Nadal R.,1,,2017,50,,
Djokovic N.,4,,2017,51,,
Federer R.,2,,2017,51,,
Nadal R.,1,,2017,51,,
Djokovic N.,4,,2017,52,,
Federer R.,2,,2017,52,,
Nadal R.,1,,2017,52,,
Djokovic N.,4,,2018,1,,
Federer R.,2,,2018,1,,
Nadal R.,1,,2018,1,,
Djokovic N.,4,,2018,2,,
Federer R.,2,,2018,2,,
Nadal R.,1,,2018,2,,
Djokovic N.,14,2335,2018,3,01/16/2018,Y
Federer R.,2,9605,2018,3,01/16/2018,
Nadal R.,1,10600,2018,3,01/15/2018,
Djokovic N.,14,2335,2018,4,01/22/2018,
Federer R.,2,9605,2018,4,01/22/2018,
Nadal R.,1,10600,2018,4,01/23/2018,
Djokovic N.,14,,2018,5,,
Federer R.,2,,2018,5,,
Nadal R.,1,,2018,5,,
Djokovic N.,14,,2018,6,,
Federer R.,2,,2018,6,,
Nadal R.,1,,2018,6,,
Djokovic N.,14,,2018,7,,
Federer R.,2,9605,2018,7,02/14/2018,
Nadal R.,1,,2018,7,,
Djokovic N.,14,,2018,8,,
Federer R.,2,,2018,8,,
Nadal R.,1,,2018,8,,
Djokovic N.,14,,2018,9,,
Federer R.,2,,2018,9,,
Nadal R.,1,,2018,9,,
Djokovic N.,13,2380,2018,10,03/11/2018,
Federer R.,1,10060,2018,10,03/11/2018,
Nadal R.,,,2018,10,,
Djokovic N.,13,,2018,11,,
Federer R.,1,10060,2018,11,03/12/2018,
Nadal R.,,,2018,11,,
Djokovic N.,12,2300,2018,12,03/23/2018,
Federer R.,1,9660,2018,12,03/24/2018,
Nadal R.,,,2018,12,,
Djokovic N.,12,,2018,13,,
Federer R.,1,,2018,13,,
Nadal R.,,,2018,13,,
Djokovic N.,12,,2018,14,,
Federer R.,1,,2018,14,,
Nadal R.,,,2018,14,,
Djokovic N.,12,,2018,15,,
Federer R.,1,,2018,15,,
Nadal R.,,,2018,15,,
Djokovic N.,13,2310,2018,16,04/16/2018,
Federer R.,,,2018,16,,
Nadal R.,1,8770,2018,16,04/18/2018,
Djokovic N.,12,2220,2018,17,04/25/2018,
Federer R.,,,2018,17,,
Nadal R.,1,8770,2018,17,04/25/2018,
Djokovic N.,12,,2018,18,,
Federer R.,,,2018,18,,
Nadal R.,1,,2018,18,,
Djokovic N.,12,2220,2018,19,05/07/2018,
Federer R.,,,2018,19,,
Nadal R.,1,8770,2018,19,05/09/2018,
Djokovic N.,18,1905,2018,20,05/14/2018,
Federer R.,,,2018,20,,
Nadal R.,2,7950,2018,20,05/16/2018,
Djokovic N.,18,,2018,21,,
Federer R.,,,2018,21,,
Nadal R.,2,,2018,21,,
Djokovic N.,22,1665,2018,22,05/28/2018,
Federer R.,,,2018,22,,
Nadal R.,1,8770,2018,22,05/29/2018,
Djokovic N.,22,1665,2018,23,06/05/2018,
Federer R.,,,2018,23,,
Nadal R.,1,8770,2018,23,06/04/2018,
Djokovic N.,22,,2018,24,,
Federer R.,2,8670,2018,24,06/13/2018,
Nadal R.,1,,2018,24,,
Djokovic N.,22,1665,2018,25,06/19/2018,
Federer R.,1,8920,2018,25,06/19/2018,
Nadal R.,,,2018,25,,
Djokovic N.,22,,2018,26,,
Federer R.,1,,2018,26,,
Nadal R.,,,2018,26,,
Djokovic N.,21,1715,2018,27,07/03/2018,
Federer R.,2,8720,2018,27,07/02/2018,
Nadal R.,1,8770,2018,27,07/03/2018,
Djokovic N.,21,1715,2018,28,07/09/2018,
Federer R.,2,8720,2018,28,07/09/2018,
Nadal R.,1,8770,2018,28,07/09/2018,
Djokovic N.,21,,2018,29,,
Federer R.,2,,2018,29,,
Nadal R.,1,,2018,29,,
Djokovic N.,21,,2018,30,,
Federer R.,2,,2018,30,,
Nadal R.,1,,2018,30,,
Djokovic N.,21,,2018,31,,
Federer R.,2,,2018,31,,
Nadal R.,1,,2018,31,,
Djokovic N.,10,3355,2018,32,08/07/2018,
Federer R.,2,,2018,32,,
Nadal R.,1,9310,2018,32,08/09/2018,
Djokovic N.,10,3445,2018,33,08/14/2018,
Federer R.,2,6480,2018,33,08/15/2018,
Nadal R.,1,,2018,33,,
Djokovic N.,10,,2018,34,,
Federer R.,2,,2018,34,,
Nadal R.,1,,2018,34,,
Djokovic N.,6,4445,2018,35,08/28/2018,
Federer R.,2,7080,2018,35,08/29/2018,
Nadal R.,1,10040,2018,35,08/28/2018,
Djokovic N.,6,4445,2018,36,09/03/2018,
Federer R.,2,7080,2018,36,09/04/2018,
Nadal R.,1,10040,2018,36,09/05/2018,Y
Djokovic N.,6,,2018,37,,
Federer R.,2,,2018,37,,
Nadal R.,1,,2018,37,,
Djokovic N.,6,,2018,38,,
Federer R.,2,,2018,38,,
Nadal R.,1,,2018,38,,
Djokovic N.,6,,2018,39,,
Federer R.,2,,2018,39,,
Nadal R.,1,,2018,39,,
Djokovic N.,6,,2018,40,,
Federer R.,2,,2018,40,,
Nadal R.,1,,2018,40,,
Djokovic N.,3,6445,2018,41,10/09/2018,
Federer R.,2,6900,2018,41,10/10/2018,
Nadal R.,1,,2018,41,,
Djokovic N.,3,,2018,42,,
Federer R.,2,,2018,42,,
Nadal R.,1,,2018,42,,
Djokovic N.,3,,2018,43,,
Federer R.,3,6260,2018,43,10/23/2018,
Nadal R.,1,,2018,43,,
Djokovic N.,2,7445,2018,44,10/30/2018,
Federer R.,3,6260,2018,44,11/01/2018,
Nadal R.,1,,2018,44,,
Djokovic N.,2,,2018,45,,
Federer R.,3,6020,2018,45,11/11/2018,
Nadal R.,1,,2018,45,,
Djokovic N.,1,8045,2018,46,11/12/2018,
Federer R.,3,6020,2018,46,11/13/2018,
Nadal R.,,,2018,46,,
Djokovic N.,1,,2018,47,,
Federer R.,3,,2018,47,,
Nadal R.,,,2018,47,,
Djokovic N.,1,,2018,48,,
Federer R.,3,,2018,48,,
Nadal R.,,,2018,48,,
Djokovic N.,1,,2018,49,,
Federer R.,3,,2018,49,,
Nadal R.,,,2018,49,,
Djokovic N.,1,,2018,50,,
Federer R.,3,,2018,50,,
Nadal R.,,,2018,50,,
Djokovic N.,1,,2018,51,,
Federer R.,3,,2018,51,,
Nadal R.,,,2018,51,,
Djokovic N.,1,,2018,52,,
Federer R.,3,,2018,52,,
Nadal R.,,,2018,52,,
Djokovic N.,1,9045,2019,1,01/01/2019,
Federer R.,3,,2019,1,,
Nadal R.,,,2019,1,,
Djokovic N.,1,,2019,2,,
Federer R.,3,,2019,2,,
Nadal R.,,,2019,2,,
Djokovic N.,1,9135,2019,3,01/15/2019,
Federer R.,3,6420,2019,3,01/14/2019,
Nadal R.,2,7480,2019,3,01/14/2019,Y
Djokovic N.,1,9135,2019,4,01/21/2019,
Federer R.,3,,2019,4,,
Nadal R.,2,7480,2019,4,01/22/2019,
Djokovic N.,1,,2019,5,,
Federer R.,3,,2019,5,,
Nadal R.,2,,2019,5,,
Djokovic N.,1,,2019,6,,
Federer R.,3,,2019,6,,
Nadal R.,2,,2019,6,,
Djokovic N.,1,,2019,7,,
Federer R.,3,,2019,7,,
Nadal R.,2,,2019,7,,
Djokovic N.,1,,2019,8,,
Federer R.,3,,2019,8,,
Nadal R.,2,,2019,8,,
Djokovic N.,1,,2019,9,,
Federer R.,7,4100,2019,9,02/25/2019,
Nadal R.,2,8320,2019,9,02/27/2019,
Djokovic N.,1,10955,2019,10,03/10/2019,
Federer R.,4,4600,2019,10,03/10/2019,
Nadal R.,2,,2019,10,,
Djokovic N.,1,10955,2019,11,03/12/2019,
Federer R.,4,4600,2019,11,03/13/2019,
Nadal R.,2,8365,2019,11,03/11/2019,
Djokovic N.,1,10990,2019,12,03/23/2019,
Federer R.,5,4600,2019,12,03/23/2019,
Nadal R.,2,,2019,12,,
Djokovic N.,1,10990,2019,13,03/26/2019,
Federer R.,5,4600,2019,13,03/25/2019,
Nadal R.,2,,2019,13,,
Djokovic N.,1,,2019,14,,
Federer R.,5,,2019,14,,
Nadal R.,2,,2019,14,,
Djokovic N.,1,,2019,15,,
Federer R.,5,,2019,15,,
Nadal R.,2,,2019,15,,
Djokovic N.,1,11070,2019,16,04/16/2019,
Federer R.,5,,2019,16,,
Nadal R.,2,8725,2019,16,04/17/2019,
Djokovic N.,1,,2019,17,,
Federer R.,5,,2019,17,,
Nadal R.,2,8085,2019,17,04/24/2019,
Djokovic N.,1,,2019,18,,
Federer R.,5,,2019,18,,
Nadal R.,2,,2019,18,,
Djokovic N.,1,11160,2019,19,05/07/2019,
Federer R.,3,5590,2019,19,05/07/2019,
Nadal R.,2,7765,2019,19,05/08/2019,
Djokovic N.,1,12115,2019,20,05/16/2019,
Federer R.,3,5770,2019,20,05/16/2019,
Nadal R.,2,7945,2019,20,05/16/2019,
Djokovic N.,1,,2019,21,,
Federer R.,3,5950,2019,21,05/26/2019,
Nadal R.,2,,2019,21,,
Djokovic N.,1,12355,2019,22,05/27/2019,
Federer R.,3,5950,2019,22,05/29/2019,
Nadal R.,2,7945,2019,22,05/27/2019,
Djokovic N.,1,12355,2019,23,06/03/2019,
Federer R.,3,5950,2019,23,06/04/2019,
Nadal R.,2,7945,2019,23,06/04/2019,
Djokovic N.,1,,2019,24,,
Federer R.,3,,2019,24,,
Nadal R.,2,,2019,24,,
Djokovic N.,1,,2019,25,,
Federer R.,3,6420,2019,25,06/18/2019,
Nadal R.,2,,2019,25,,
Djokovic N.,1,,2019,26,,
Federer R.,3,,2019,26,,
Nadal R.,2,,2019,26,,
Djokovic N.,1,12415,2019,27,07/01/2019,
Federer R.,3,6620,2019,27,07/02/2019,
Nadal R.,2,7945,2019,27,07/02/2019,
Djokovic N.,1,12415,2019,28,07/08/2019,
Federer R.,3,6620,2019,28,07/08/2019,
Nadal R.,2,7945,2019,28,07/08/2019,
Djokovic N.,1,,2019,29,,
Federer R.,3,,2019,29,,
Nadal R.,2,,2019,29,,
Djokovic N.,1,,2019,30,,
Federer R.,3,,2019,30,,
Nadal R.,2,,2019,30,,
Djokovic N.,1,,2019,31,,
Federer R.,3,,2019,31,,
Nadal R.,2,,2019,31,,
Djokovic N.,1,,2019,32,,
Federer R.,3,,2019,32,,
Nadal R.,2,7945,2019,32,08/07/2019,
Djokovic N.,1,12325,2019,33,08/13/2019,
Federer R.,3,7460,2019,33,08/14/2019,
Nadal R.,2,,2019,33,,
Djokovic N.,1,,2019,34,,
Federer R.,3,,2019,34,,
Nadal R.,2,,2019,34,,
Djokovic N.,1,11685,2019,35,08/26/2019,
Federer R.,3,6950,2019,35,08/27/2019,
Nadal R.,2,7945,2019,35,08/28/2019,
Djokovic N.,1,11685,2019,36,09/02/2019,
Federer R.,3,6950,2019,36,09/04/2019,
Nadal R.,2,7945,2019,36,09/03/2019,
Djokovic N.,1,,2019,37,,
Federer R.,3,,2019,37,,
Nadal R.,2,,2019,37,,
Djokovic N.,1,,2019,38,,
Federer R.,3,,2019,38,,
Nadal R.,2,,2019,38,,
Djokovic N.,1,,2019,39,,
Federer R.,3,,2019,39,,
Nadal R.,2,,2019,39,,
Djokovic N.,1,9865,2019,40,10/01/2019,
Federer R.,3,,2019,40,,
Nadal R.,2,,2019,40,,
Djokovic N.,1,10365,2019,41,10/09/2019,
Federer R.,3,7130,2019,41,10/08/2019,
Nadal R.,2,,2019,41,,
Djokovic N.,1,,2019,42,,
Federer R.,3,,2019,42,,
Nadal R.,2,,2019,42,,
Djokovic N.,1,,2019,43,,
Federer R.,3,6950,2019,43,10/21/2019,
Nadal R.,2,,2019,43,,
Djokovic N.,1,9545,2019,44,10/30/2019,
Federer R.,3,,2019,44,,
Nadal R.,2,9225,2019,44,10/30/2019,
Djokovic N.,1,,2019,45,,
Federer R.,3,,2019,45,,
Nadal R.,2,,2019,45,,
Djokovic N.,,,2019,46,,
Federer R.,3,,2019,46,,
Nadal R.,2,,2019,46,,
Djokovic N.,,,2019,47,,
Federer R.,3,,2019,47,,
Nadal R.,2,,2019,47,,
Djokovic N.,,,2019,48,,
Federer R.,3,,2019,48,,
Nadal R.,2,,2019,48,,
Djokovic N.,,,2019,49,,
Federer R.,3,,2019,49,,
Nadal R.,2,,2019,49,,
Djokovic N.,,,2019,50,,
Federer R.,3,,2019,50,,
Nadal R.,2,,2019,50,,
Djokovic N.,,,2019,51,,
Federer R.,3,,2019,51,,
Nadal R.,2,,2019,51,,
Djokovic N.,,,2019,52,,
Federer R.,3,,2019,52,,
Nadal R.,2,,2019,52,,
Djokovic N.,,,2020,1,,
Federer R.,3,,2020,1,,
Nadal R.,2,,2020,1,,
Djokovic N.,,,2020,2,,
Federer R.,3,,2020,2,,
Nadal R.,2,,2020,2,,
Djokovic N.,,,2020,3,,
Federer R.,3,,2020,3,,
Nadal R.,2,,2020,3,,
Djokovic N.,2,9720,2020,4,01/20/2020,
Federer R.,3,6590,2020,4,01/20/2020,
Nadal R.,1,10235,2020,4,01/21/2020,
Djokovic N.,2,9720,2020,5,01/28/2020,
Federer R.,3,6590,2020,5,01/28/2020,Y
Nadal R.,1,10235,2020,5,01/27/2020,
Djokovic N.,2,,2020,6,,
Federer R.,3,,2020,6,,
Nadal R.,1,,2020,6,,
Djokovic N.,2,,2020,7,,
Federer R.,3,,2020,7,,
Nadal R.,1,,2020,7,,
Djokovic N.,2,,2020,8,,
Federer R.,3,,2020,8,,
Nadal R.,1,,2020,8,,
Djokovic N.,1,9720,2020,9,02/24/2020,Y
Federer R.,3,,2020,9,,
Nadal R.,2,9395,2020,9,02/26/2020,Y
Djokovic N.,1,,2020,10,,
Federer R.,3,,2020,10,,
Nadal R.,2,,2020,10,,
Djokovic N.,1,,2020,11,,
Federer R.,3,,2020,11,,
Nadal R.,2,,2020,11,,
Djokovic N.,1,,2020,12,,
Federer R.,3,,2020,12,,
Nadal R.,2,,2020,12,,
Djokovic N.,1,,2020,13,,
Federer R.,3,,2020,13,,
Nadal R.,2,,2020,13,,
Djokovic N.,1,,2020,14,,
Federer R.,3,,2020,14,,
Nadal R.,2,,2020,14,,
Djokovic N.,1,,2020,15,,
Federer R.,3,,2020,15,,
Nadal R.,2,,2020,15,,
Djokovic N.,1,,2020,16,,
Federer R.,3,,2020,16,,
Nadal R.,2,,2020,16,,
Djokovic N.,1,,2020,17,,
Federer R.,3,,2020,17,,
Nadal R.,2,,2020,17,,
Djokovic N.,1,,2020,18,,
Federer R.,3,,2020,18,,
Nadal R.,2,,2020,18,,
Djokovic N.,1,,2020,19,,
Federer R.,3,,2020,19,,
Nadal R.,2,,2020,19,,
Djokovic N.,1,,2020,20,,
Federer R.,3,,2020,20,,
Nadal R.,2,,2020,20,,
Djokovic N.,1,,2020,21,,
Federer R.,3,,2020,21,,
Nadal R.,2,,2020,21,,
Djokovic N.,1,,2020,22,,
Federer R.,3,,2020,22,,
